金寧鄉,土地,寧湖二劃測段751~780地號,187.82,其他,,,1011126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2618455,13941,,0.0,0,,RPPOMLMLKIHFFAW98DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖二劃測段751~780地號,157.05,其他,,,1011126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2189480,13941,,0.0,0,,RPQOMLMLKIHFFAW09DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖二劃測段751~780地號,29.85,其他,,,1011126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,416148,13941,,0.0,0,,RPROMLMLKIHFFAW56DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖二劃測段751~780地號,83.86,其他,,,1011126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1169117,13941,,0.0,0,,RPSOMLMLKIHFFAW66DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖二劃測段751~780地號,4.48,其他,,,1011126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,62457,13941,,0.0,0,,RPTOMLMLKIHFFAW76DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖二劃測段751~780地號,74.91,其他,,,1011126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1044343,13941,,0.0,0,,RPVOMLMLKIHFFAW96DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖三劃段421~450地號,1699.44,農,,,1011129,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8500000,5002,,0.0,0,,RPUNMLPLKIHFFAW07DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧安四劃段271~300地號,518.38,農,,,1011107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,2894,,0.0,0,,RPPNMLQJKIHFFAW09DA,金门县,8,317.95,不动产买卖
金湖鎮,土地,中六劃段61~90地號,820.0,其他,,,1011115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,4024,,0.0,0,,RPVNMLOJKIHFFAW76CA,金门县,8,317.95,不动产买卖
金寧鄉,土地,長寮段481~510地號,1936.9,其他,,,1011121,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19369000,10000,,0.0,0,,RPRNMLTLJIHFFAW96CA,金门县,8,317.95,不动产买卖
金寧鄉,土地,西山段961~990地號,966.12,農,,,1011106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,3105,,0.0,0,,RPQNMLNJKIHFFAW78CA,金门县,8,317.95,不动产买卖
金沙鎮,土地,中蘭劃測段421~450地號,975.01,農,,,1011107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,2256,,0.0,0,,RPSNMLRKKIHFFAW86CA,金门县,8,317.95,不动产买卖
金城鎮,土地,古崗村段421~450地號,212.0,其他,,,1011121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,4717,,0.0,0,,RPOOMLNJKIHFFAW78DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,鎮西段181~210地號,983.84,農,,,1011128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4120000,4188,,0.0,0,,RPPOMLNJKIHFFAW88DA,金门县,8,317.95,不动产买卖
金沙鎮,土地,青嶼測段181~210地號,453.23,農,,,1011128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,585000,1291,,0.0,0,,RPQOMLNJKIHFFAW98DA,金门县,8,317.95,不动产买卖
金湖鎮,房地(土地+建物),金門縣金湖鎮塔后241~270號,84.03,住,,,1011116,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0880517,135.93,4,1,3,有,無,5600000,41198,,0.0,0,,RPPNMLOJKIHFFAW78CA,金门县,8,317.95,不动产买卖
烈嶼鄉,土地,東面山測段901~930地號,503.1,住,,,1011119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,2982,,0.0,0,,RPRNMLKLKIHFFAW78CA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖二劃測段541~570地號,515.34,農,,,1011026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2834370,5500,,0.0,0,,RPWNMLRKKIHFFAW27CA,金门县,8,317.95,不动产买卖
金城鎮,房地(土地+建物),金門縣金城鎮前水頭121~150號,120.5,其他,,,1011025,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1010501,206.8,0,0,0,無,無,8500000,41103,,0.0,0,,RPXNMLLKKIHFFAW76CA,金门县,8,317.95,不动产买卖
金城鎮,房地(土地+建物),金門縣金城鎮前水頭121~150號,120.5,住,,,1011130,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1010501,197.25,2,1,3,有,無,8200000,41572,,0.0,0,,RPSNMLMKKIHFFAW09DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,機場段961~990地號,2000.0,農,,,1011127,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10000000,5000,,0.0,0,,RPPNMLLKKIHFFAW58CA,金门县,8,317.95,不动产买卖
金湖鎮,土地,小徑段1081~1110地號,47.0,住,,,1011122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,21277,,0.0,0,,RPQNMLLKKIHFFAW68CA,金门县,8,317.95,不动产买卖
金寧鄉,土地,寧湖三劃段31~60地號,1000.0,農,,,1011120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,3000,,0.0,0,,RPTNMLMKKIHFFAW09CA,金门县,8,317.95,不动产买卖
